SUBDIVISION,YEAR,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
MATATHWADA,SEP,209.713292,172.8191249,429.9445046,168.6995562,72.5284302,34.77408831,160.9841514,327.0434399,584.4484936,72.21709091,27.15338882,74.79991622,175.2173328,560.5072417,229.2114944,364.6487218,60.06921548,327.6711302,129.1643702,87.64166085,221.8505851,243.3805706,215.5969735,91.68993453,149.8564307,161.0360341,323.8319952,153.5882051,362.4913311,136.8554788,241.7590898,320.6335595,193.6138554,209.628114,149.621566,113.0063589,259.5569179,98.48471523,126.1964887,254.0382947,84.32078915,298.6705278,150.6096841,169.0764596,204.6417441,249.0576969,117.0368377,753.7027742,208.1197982,120.7036064,149.7489586,129.2710877,283.283628,184.3138772,254.2476241,107.0413788,80.83474457,182.5786103,297.7933795,61.71791607,423.8277839,79.31171273,301.5046811,51.37900552,228.4675907,116.1540373,185.8794582,318.9159368,190.5466328,148.7466762,68.01268713,125.805193,103.4424176,342.1316539,65.3935272,107.9088257,91.28732924,300.3233094,91.64729741,286.5166161,129.3349376,500.9419546,144.0074941,91.36946,106.5028162,52.51592394,246.5475037,247.7933842,87.9372101,29.84730639,192.1081367,95.66700064,50.674305,175.2393545,256.6037825,134.7358276,322.6270879,154.1495511,56.94795068,107.7778495,120.8407643,88.91350232,177.6204449,161.0524648,255.0730923,263.8018319,303.4845086,79.66685592,199.1183164,91.37851311,161.6309848,104.5028443,99.01241107,214.3525191,97.30157331
MATATHWADA,OCT,47.03777825,139.5118036,96.64239307,16.46370828,17.49163116,5.010675549,0.245871174,31.31422646,74.57058146,0.210545455,17.89298454,24.65931304,16.21252131,186.8357472,86.39567962,105.8286511,3.140437294,40.24031423,3.843575621,32.38258897,51.37818782,0.162199647,64.39909597,47.5938216,0,34.09527871,66.09275015,44.36039219,83.33430602,98.98138925,81.68345485,28.88336349,20.34216867,78.88019861,9.383571681,78.69029183,87.97165354,33.76237528,57.28775854,19.32610322,7.493681021,165.2242403,85.22524038,28.92784392,7.726617767,13.37222534,11.14385052,65.95665025,29.79722573,105.9704674,40.0504195,54.75376357,13.18887,96.57481677,88.76694826,54.90087909,41.73422903,73.98028952,113.0405236,151.4952146,57.58605269,88.50727363,27.55909091,4.367955801,15.50145448,22.54754841,21.6241535,16.91831205,21.29072427,122.617032,4.374476048,108.0662254,89.84215158,125.7463549,3.944371482,61.34542828,79.84809816,22.47662823,0.887429817,69.04135927,32.78490279,126.6886118,127.3405152,95.4772,6.758832565,165.9776598,11.07338873,25.65390331,188.2801495,7.054817873,71.42482005,107.0559293,51.39365633,194.6821545,132.7684497,88.06478817,205.6439835,85.80562291,39.15171609,220.0733333,45.8089172,20.53279416,58.23785467,75.81158177,58.10404251,0.986379928,38.30387002,29.39552532,73.03958585,25.17985695,92.6684313,63.94950175,16.63877204,27.08926845,12.46772381
MATATHWADA,NOV,64.76327055,0.299167556,0,0.962164769,3.445321289,0,0,0.585312644,56.58370754,44.004,11.92865636,0,14.17747679,18.92719205,30.2760512,39.21516222,6.548145848,30.7550973,0,5.100837404,131.8850135,0,10.553698,93.81354337,11.37121967,116.3088943,0,0,22.059081,39.62647279,51.31396523,16.46445801,96.26204819,5.440013698,144.2595251,0.221871124,0.202699663,22.0189404,28.59848485,0,0,1.055745945,13.70818681,1.357624444,111.5814507,2.064828913,93.00625952,10.61840809,0,4.730824437,0,0,0,1.060290761,100.0668427,3.680505861,48.92629277,12.60185292,20.16009339,3.308589315,46.59740979,2.586251502,20.56648575,0.296132597,78.58045003,0,23.21286682,43.84950267,0,0,29.57979042,1.088280216,0,0.110400663,40.89690432,120.0116135,39.18786094,115.0498598,2.904315763,11.255651,20.30257742,1.186222957,6.474941452,0.77714,10.34306196,46.82005366,4.608923958,0.728804071,4.219635801,8.450276354,32.15485194,4.555571459,26.29628761,1.524925493,4.913214286,81.30325949,43.23586081,0,0.889811729,1.032602151,4.738853503,4.552519972,27.26453782,0,5.603324855,8.219832736,0.339975178,31.53791107,46.58330606,0,0.404077462,5.018306606,23.31771574,6.668127618,-17.75001531
MATATHWADA,DEC,43.66149401,5.28529349,0,0,10.95435487,3.707899906,0,29.70461668,0,0,0,18.67062273,18.5189051,47.03688321,0,0,13.83128766,1.580869488,0,0,1.50480048,0.648798589,14.43056666,0,1.827517448,0.3666159,1.910844817,3.603745593,0.387001421,7.405232434,9.425014021,23.70881954,0,1.313106755,6.393202684,15.16119345,0.304049494,1.334481236,1.634199134,0,49.01272452,0,0,0,24.88425428,8.455966023,0,0,1.228751576,0,2.530658375,0,10.75059151,0,0,0,0,0.741285466,0.144000667,1.145280917,75.94682311,0,0,7.699447514,16.09766427,95.99789551,0.264785553,0,0,0,3.957859281,0,0,0,2.491181989,6.005200058,1.359116564,1.015892802,16.37711389,18.39092976,0,8.184938401,3.956908665,1.6653,12.39119304,12.30307979,2.094965435,13.11847328,2.447388765,0,0,43.27792886,0,0,0.446655844,44.77451308,0,0,2.160971343,0,0,0.743268567,0,0,0,0,0.113325059,4.185125639,0,0,0,8.883758992,3.866756882,0,-24.88489991
NORTH INTERIOR KARNATAKA,JAN,0,3.490288154,0.253654575,0,18.81675473,1.102348621,0.799081317,3.511875864,0,0,0,0,0,49.66045438,0,0,3.942251072,15.23383324,2.629814898,0.15457083,26.3340084,0.162199647,5.492230593,0,25.17912928,0,0.562013182,1.71606933,0,0,0,0.094082617,1.453012048,13.03727421,0,0,0,0,1.815776816,14.26133134,0,7.07349783,0,0.313297949,0,8.455966023,0.475330117,0,0,0,0,0,0,0.088357563,0,0,2.025933448,0.074128547,0,0.063626718,0,0,0,0.962430939,15.97842231,1.024888564,1.676975169,0,0.427954257,1.018038088,0,0,0,9.052854346,0,0,0.566298569,2.539732004,0.080675438,6.230806805,0.075194731,0,0.479625293,3.21958,11.26472094,0.455669622,0.778130019,0,4.050850369,0.155050942,0,0,3.356972886,35.9628262,0,3.545679673,0,0,0.508463845,2.710580645,3.751592357,0.278725713,2.606169056,4.375195764,0,12.82293907,0.453300237,0.149468773,12.1521668,0.507658406,38.38735889,0.81377945,0,3.334063809,-28.39688399
NORTH INTERIOR KARNATAKA,FEB,0,0,0.380481863,6.414431796,0,0,0.184403381,0.146328161,0,0,9.809750297,1.056827702,0,4.497550586,0.901520135,22.06506461,0.13363563,0.431146224,0,0,1.612286229,10.70517671,0,0,1.015287471,1.28315565,31.92234871,21.36506316,0.387001421,0.056528492,2.842464546,2.634313282,0,0.375173358,18.97337571,10.35398577,4.966141732,0,0,5.198055348,2.160340475,0.844596756,2.885934066,0,8.635631622,6.587787483,0,3.063002333,5.222194199,0,8.802290001,0,0,0,3.515522703,0.920126465,0.202593345,0,0,0.381760306,6.954837281,10.4407931,1.09687924,0,0.357725873,0,13.94537246,0,0.213977128,0,2.499700599,0,0,1.21440729,0,1.108652318,14.95028221,16.63524462,0,0,0,0,4.676346604,0,7.578084997,1.02525665,0.957698485,0,0,0,0,0.078544336,0.239783778,0.127077124,0,0,0,2.433186972,3.305014995,0,7.799363057,1.393628563,2.706406327,0.603475278,0,7.452648347,10.42590545,0,3.16462677,7.310281049,8.350934216,4.136712202,7.147641509,0,-28.9672797
NORTH INTERIOR KARNATAKA,MAR,0.230201199,0.099722519,10.78031944,2.779587112,0.176683143,12.12583483,1.475227046,14.77914426,5.6208981,5.368909091,0,0,0.407008903,47.97387291,0.150253356,23.73824486,1.53680974,0.143715408,0,0.927424983,0.214971497,26.68184196,6.461447756,9.119026187,2.132103689,4.032774901,14.83714799,2.316693596,3.999014685,2.543782134,0.897620383,12.79523594,0.363253012,0.09379334,6.083854167,9.466501273,43.98582677,7.339646799,0.090788841,9.596409873,0.270042559,3.272812429,27.32618819,0,4.317815811,10.91409568,4.172342136,13.06880996,3.071878941,6.082488562,0.110028625,0.062149561,18.73041202,8.835756338,1.381098205,5.622995065,7.394657085,0.44477128,21.45609939,4.072109926,4.033805623,32.47182442,5.895725916,0.370165746,6.558307666,10.07807088,2.383069977,4.718712886,1.069885642,0.33934603,1.354004491,0.217656043,3.349819224,6.182437114,5.708958724,9.885483172,0.90607771,3.047678405,1.290807006,10.35117905,0.601557849,0,7.434192038,7.54936,1.433691756,0.569587028,0.897842329,31.48433588,0.084392716,1.007831125,0,5.105381808,0.159855852,6.862164716,0.558319805,12.20373469,0.547289377,0.429385936,0.127115961,0.129075269,0.296178344,14.12210277,1.603796342,4.148892535,20.46431686,8.439028276,123.7509647,4.932469504,0.632925354,7.310281049,0.538769949,2.034448624,34.21493968,38.20281448,-25.92609403
NORTH INTERIOR KARNATAKA,APR,17.2650899,6.880853789,13.95100162,17.10515146,2.296880859,97.10689213,9.834846974,17.266723,3.122721167,3.263454546,33.43162901,19.14032393,13.22778935,60.71693291,17.05375589,12.23513061,15.03400832,18.97043385,25.38782844,25.96789951,32.46069607,17.35536225,45.23013429,42.84693126,4.568793619,8.523819677,20.45727981,42.04369859,12.255045,17.29771851,37.1016425,47.13539123,35.71987952,28.23179522,13.71445092,46.88876412,15.81057368,14.81274172,28.14454064,14.92774869,20.38821323,33.36157185,11.09280907,11.69645675,50.22301548,13.6672009,21.17859743,31.03842365,6.297351829,23.38378936,35.31918863,24.17617938,21.83367555,27.12577196,37.91742344,26.07024985,46.5964693,19.42167921,24.76811473,20.42417635,81.78888643,32.95075988,23.17157395,10.36464088,12.6396475,29.5509536,36.36388262,17.14849317,33.70139771,27.03456701,20.31006737,10.99163018,16.01213589,7.948847718,36.43353659,32.15091723,39.75415951,9.270021814,41.5478505,12.16012296,10.3768729,0.237244591,17.14660422,23.09216,23.75832053,2.27834811,22.92490748,15.59640712,6.58263185,36.66954785,17.37730296,8.954054248,28.21455783,14.99510068,22.89111201,18.6354327,8.346163004,2.791008585,10.67774075,28.52563441,14.51273885,23.13423415,29.97094414,39.60306511,14.7391806,29.59139785,25.83811351,8.669188825,19.62068597,41.83105267,47.68114052,17.22499835,30.93405506,70.5710173,-10.35090655
NORTH INTERIOR KARNATAKA,MAY,26.39640411,53.25182497,58.72103411,54.73648466,26.50247145,5.611956615,12.72383327,80.91947304,35.22429476,45.47781818,29.97859691,90.06520525,23.19950748,75.52137025,45.15113343,21.12390072,78.37729673,92.98386895,32.67039278,4.173412422,43.42424242,22.87015025,23.69197511,98.68535188,37.66716517,31.52896741,23.04254044,32.43371034,72.49826622,18.71093081,69.56557968,79.12348108,11.9873494,12.28692749,51.97055085,12.12895476,46.21552306,17.21480795,58.55880231,33.18758414,24.10129842,124.3668723,40.40307692,22.24415435,64.5399837,28.51430403,20.17512274,148.8619134,39.85762926,86.23617117,108.1581384,3.60467456,49.76304732,81.64238856,80.35480465,71.56539173,101.6005624,32.46830342,114.624531,64.96287867,73.02579145,75.57601612,20.01804613,12.73370166,98.85158282,27.75739861,28.42031603,46.72676663,81.84625159,78.38893281,47.80677395,32.32192241,56.20996657,65.798795,11.5217167,69.2907699,87.09671984,77.08086631,16.21576301,39.79676604,44.96644924,29.06246244,9.592505855,37.85782,39.01689708,51.14891507,20.65037358,41.54183206,107.4319275,46.36023174,65.8148246,29.53267015,13.42789155,42.06252817,28.02765422,14.43009169,44.74090659,63.6922472,62.28682106,17.16701075,40.08280255,3.25179998,94.02256055,26.02487136,96.23101381,42.63353246,33.0909173,31.43826522,50.00110297,47.51682682,26.26503503,32.14428826,108.9722394,62.9304544,4.14752031
NORTH INTERIOR KARNATAKA,JUN,85.40464469,102.5147492,152.9537087,106.4795678,125.4450315,90.79344094,38.47883878,161.3999616,97.6787181,92.21890909,34.29488704,122.1223122,50.469104,200.8905928,73.1733843,122.3513061,28.9321138,178.4945367,76.16348533,49.07623866,75.99242424,30.98013261,73.55281363,92.5643617,66.50132935,113.5592751,172.6504494,90.60846063,121.3894458,64.49900921,74.65209518,106.5015227,85.72771084,113.3023543,104.6629149,40.23263041,120.6062992,117.3009007,111.3979076,86.23440539,93.50223617,122.0442312,83.51171703,72.78955674,121.2397229,101.1766167,38.34329609,168.4651283,72.88032787,158.9557011,58.20514263,79.42713944,88.77550313,113.7161841,121.536642,117.9806601,55.91576316,120.9777881,124.992579,63.56309088,114.1984282,108.3352018,133.8192673,81.73259669,82.15770876,63.28686883,81.55395034,102.890959,86.33977128,115.6038807,82.69842814,148.2237654,62.50762671,115.0374906,85.63438086,157.3362415,115.524908,179.9400125,120.2870779,161.5989894,65.56980559,198.573723,76.85995316,96.14332,127.905786,141.2575828,46.20895189,148.6760305,109.4573527,182.7275355,147.7754897,54.4312245,81.36662853,95.9432289,154.654586,175.6348303,147.4944872,66.69794875,136.6496584,78.60683871,106.8216561,62.15583391,106.3517449,74.4537624,158.5984557,236.1831939,81.14074241,55.80167519,139.370163,102.8515931,80.81549241,67.40806441,59.05592329,124.4717155,49.56844127
NORTH INTERIOR KARNATAKA,JUL,63.84246575,208.8189541,116.1737953,64.25122516,106.2749105,155.4311555,95.21361226,205.4447381,159.7584149,159.4881818,177.5172414,177.194778,149.8471112,281.2843095,175.7964263,81.35838989,24.72259147,104.4811016,83.54719639,122.2655269,116.1920942,186.0429953,129.6597183,142.0319558,124.8803589,147.5628998,146.3482325,57.83153643,78.69028896,76.25693552,247.2944155,123.8127243,257.0620482,100.1712867,64.65384004,92.29838741,144.0181102,151.0632759,107.4031987,141.6803291,75.40938469,135.9800777,157.4637775,200.4062545,153.396088,172.560702,58.25434654,232.9923775,94.15308953,241.9478784,145.237785,119.5757561,239.8379385,124.3190917,394.3663147,149.8783775,177.0665833,114.9733758,138.816643,156.139965,194.8745406,70.78666148,290.2616689,137.6276243,173.4970483,159.7972086,143.2489842,173.9018334,140.6899619,60.74293927,104.9874251,110.2427859,66.25942424,263.4159813,136.5998124,133.407829,187.897865,159.2411966,101.6510517,128.133527,122.8681907,160.2587215,260.6763466,121.78894,77.93138761,94.66536398,102.1146009,290.9385852,81.18579282,120.6296331,136.8291572,105.9563086,116.6947718,179.0516682,109.6540097,224.9445151,192.0985714,93.39144112,161.5643869,80.15574194,54.00318471,87.7056909,111.9650321,165.5030949,138.7431959,128.4485862,91.33999774,67.21112485,244.942112,153.1097753,154.222898,108.9786313,160.2946489,53.48394027,79.2957677
NORTH INTERIOR KARNATAKA,AUG,59.92904538,145.9937673,61.51123443,148.8148177,160.8700017,185.5954223,52.92377028,256.9522507,244.1967952,75.37527273,123.9952438,52.84138509,160.8363516,108.3160099,61.90438261,171.7101236,40.89250264,58.92331726,57.14790068,32.22801814,43.42424242,52.22828639,126.9674484,96.81157938,140.515786,49.76810844,82.50353505,28.31514395,78.81928944,39.62647279,239.9638491,149.4972788,119.7524096,191.6197928,61.35412253,27.06827708,192.9700787,210.5811391,125.2886003,107.0266268,97.01278944,75.80255883,25.25192308,99.94204562,145.3285901,213.3656543,77.79569578,205.2211563,92.77074401,87.58783529,71.18852038,56.92899822,169.2386932,197.302439,148.0286167,193.0220851,182.0301203,67.16046323,42.33619611,49.8833466,201.2729909,187.2637662,177.1459973,88.83977901,96.22825975,61.92035075,42.01264108,183.2241686,213.8701398,136.8695652,42.39075599,167.5951532,61.77066648,120.9991264,153.5190901,125.5548751,181.5553211,214.3533811,138.4390514,152.6547667,62.56201634,200.4716797,74.4618267,75.16054,132.1044547,189.7863976,131.3842609,93.43268193,143.4676172,72.87394286,165.5632802,100.6152938,76.65088091,121.8669623,184.4688636,239.2096915,212.6219231,64.05006881,209.2328724,140.4338925,116.6942675,96.6249137,93.02018784,93.01062719,108.5339662,157.1632019,167.3811125,67.46023947,262.6640219,154.3281555,142.1005742,50.11525111,240.4419734,108.9127511,66.38129865
NORTH INTERIOR KARNATAKA,SEP,112.5683861,188.7747279,209.3918517,45.11483697,102.4762229,166.1540012,143.0355557,155.400507,232.7051813,70.95381818,81.93103448,104.8607931,103.176757,325.3228257,143.3417015,201.4090732,100.7612647,328.3897072,141.099684,38.17899512,38.58738374,132.2738123,167.0284245,135.7860475,164.171984,169.2848919,236.8323547,143.463396,244.3268972,110.2870876,170.3982694,140.5594301,81.73192771,75.50363839,140.650459,81.05691715,203.611811,154.5329272,101.5927128,219.3845924,38.75110726,212.0993603,126.7105426,96.91349878,166.122282,158.5985255,82.33773912,541.9472129,138.5417402,201.3979546,93.74438851,115.7224833,86.66971716,174.241115,181.9282999,89.76344849,72.12323075,110.3032774,452.0180939,21.06044352,230.4833075,60.34586838,396.3847354,111.1237569,191.5025838,121.1930727,178.7302483,139.8350282,185.3041931,123.295724,131.546744,109.4809897,162.4662323,237.1406236,76.9152439,65.1333237,231.9558937,370.0389529,101.5703763,285.7126411,109.4083339,234.9907677,152.4009368,84.15316,116.8458781,124.5117242,128.2118846,296.3317354,54.18012369,52.40721849,116.4416128,74.46003006,30.45253976,132.5414407,222.7696023,63.40994579,305.2506502,69.77521463,170.843852,241.499828,51.53503185,59.74021107,134.9193673,120.4687523,166.6380087,225.1138192,172.8207153,107.4182247,150.8894044,70.05686005,106.67645,136.3080578,105.6913548,209.4903427,77.10382244
NORTH INTERIOR KARNATAKA,OCT,91.15967466,165.9382711,109.7056037,90.87111711,76.15043463,10.32199163,10.38805712,73.1640805,130.0301094,64.63745455,82.32342449,100.2812064,16.89086948,167.3463614,148.2249355,143.4752068,13.0962917,121.1520889,54.92267269,96.83862526,69.75825083,7.623383418,40.81481166,148.2778642,22.43785311,22.63853183,115.3251049,78.33856492,168.7326196,29.22523029,219.617787,151.1907659,71.3186747,123.5258283,52.38301554,83.94124176,44.79662542,162.9401589,104.5887446,69.97382199,22.81859626,183.805369,143.214478,60.15320614,85.78818256,37.75687154,41.72342136,192.1523464,84.32307692,136.7884094,155.800533,154.3173609,69.60176775,116.6319837,206.6625132,178.1978254,84.78531479,38.76922988,47.37621946,92.1951138,138.1230684,171.0757475,151.9177748,2.813259669,65.34459274,68.32590427,86.93792325,130.8579647,102.3880559,148.4073302,49.16077844,231.2595459,118.5166041,356.7045413,16.19268293,123.9842843,97.29009407,69.2076971,15.9737367,68.63937174,63.01318473,78.88382662,136.0936768,105.13594,30.20993344,136.3591344,9.636841003,33.96226972,80.67943652,38.45263368,93.04382688,158.5810134,160.0956355,189.2178382,172.1858279,70.3363898,236.2921886,109.4218494,146.3104715,177.4784946,124.7898089,85.56879377,61.74615917,77.16940115,53.10977471,44.38709677,61.30885705,84.00145033,103.9263431,74.52425403,114.7579992,68.49310368,94.09108413,85.01862714,42.1009738
NORTH INTERIOR KARNATAKA,NOV,27.39394264,34.20482391,0,4.703916651,21.46700187,17.93821846,0.676145729,17.55937932,40.34555747,9.264,22.20927467,2.935632505,29.1689714,79.8315229,151.6056361,62.11681696,41.76113423,122.1580968,2.225227991,80.7632589,98.99437444,0,14.43056666,20.73641571,0.812229977,75.79783734,0.337207909,13.72855464,29.41210801,37.08269066,147.3593462,49.2052088,50.61325301,10.78623406,64.65384004,0,8.107986502,36.83168212,16.88672439,0.399850411,2.835446873,29.56088645,33.45879808,3.655142734,115.8992665,13.17557497,66.70465973,21.84941665,5.375788146,14.0573069,0,0,0.221661681,10.60290761,125.6799366,23.61657927,31.40196844,12.75011002,29.37613608,3.563096186,35.33057339,0.957870927,30.71261872,2.072928177,109.702601,1.451925466,26.39029345,38.555337,0,0.678692059,35.82904192,6.094369209,0.334981922,23.84654315,60.09976548,66.79630218,62.40610225,121.653163,18.23264896,16.17999832,32.93529226,9.845650541,1.318969555,1.55428,61.85355863,78.48909239,1.197123106,12.97271247,19.66350283,6.899766931,171.5837631,8.482788235,3.356972886,23.12803664,8.374797078,53.26765277,19.01830586,0.214692968,3.559246918,3.22688172,3.356687898,3.902159976,4.310202669,3.771720486,35.32530887,14.79569892,33.77086765,21.07509697,91.01466591,5.787305831,62.63200662,2.848228074,29.29361274,7.918401547,-9.629533535
NORTH INTERIOR KARNATAKA,DEC,65.30040668,15.95560299,0,0,52.03318561,6.113024169,0.061467794,2.341250576,0,10.84309091,0,1.526528903,12.34593673,10.30688676,0,0,3.674979812,3.592885199,0,0,0,1.865295943,3.338414674,16.11444354,0,0,19.10844817,1.029641598,5.54702037,10.96652742,0.149603397,28.60111563,0,1.594486773,3.09348517,5.103035843,1.013498313,0,13.07359307,12.12879581,18.02534084,0,0,0,3.749682152,8.455966023,0.052814457,0,0,1.0813313,15.07392163,0,12.6347158,0,3.013305174,0,0.506483362,0.44477128,0.144000667,0,86.79636927,0,3.290637721,19.84088398,10.01632444,7.174219949,0.264785553,1.496177257,0,0,1.458158683,0.544140108,0,0.110400663,0.10379925,0.554326159,4.870167689,0.1269866,2.742964887,0.100496884,0,10.32013972,0.119906323,0.66612,5.427547363,30.52986468,11.2529572,20.55227481,0,0,0,28.59013812,0,0,2.903262987,27.87069139,0.136822344,0,0.635579807,1.807053763,0,2.043988559,0.200474543,0.07543441,0,10.08299482,6.00622814,6.925386475,1.51902085,0,3.906082133,0.067814954,16.52159759,2.361628532,-25.17647865
SOUTH INTERIOR KARNATAKA,JAN,1.457940925,0.299167556,1.268272875,1.817422342,12.45616158,4.509607994,5.101826868,28.97297588,0,0.842181818,0.627824019,0,0,18.17760028,0,0.313721298,7.41677744,6.898339582,8.496325056,11.90195394,17.30520552,3.000693473,0.969217163,0,23.35161183,0.091653975,0.674415818,4.032762926,6.708024633,0,0,0,7.143975904,5.815187056,0,0.073957041,0,4.670684327,0,1.599401646,0.06751064,25.76020105,0.180370879,0.417730598,0.113626732,7.964340091,2.112578297,0.204200156,0.076796974,0.270332825,0.330085875,0.310747807,1.994955127,0.79521807,0.502217529,0,3.342790189,0.148257093,0.432002001,1.33616107,1.947354439,1.149445112,0,0.740331492,5.008162218,4.86822068,0,0,1.497839898,2.262306863,0,0,0.066996385,4.526427173,0,0,0.566298569,0.380959801,0,1.808943911,0.075194731,0,2.518032787,4.55182,14.23451101,0.341752217,0.119712311,0,3.375708641,0.775254711,0.273658314,0,9.351567326,5.337239224,1.228303571,4.040425674,0,0.071564323,1.779623459,0.645376344,1.974522293,0.092908571,9.121591696,5.4312775,0.24362282,0.10959777,0.906600474,0.049822924,10.00022059,2.132165306,6.195854418,0.339074771,0.468697804,2.361628532,-29.18561697
SOUTH INTERIOR KARNATAKA,FEB,0.383668664,0,0.634136438,8.445668532,1.325123573,0,1.475227046,1.755937932,1.373997313,0.105272727,3.609988109,0.1174253,0.407008903,4.872346468,0.075126678,38.90144092,0.467724703,0,0.404586907,0,1.289828983,3.16289312,0.107690796,0.124918167,0.406114988,2.291349376,49.79436789,11.75507491,8.514031265,0,15.55875331,2.728395899,0.484337349,1.125520075,6.393202684,7.247790037,3.95264342,0,0.090788841,3.065519821,1.350212797,0.95017135,21.91506181,1.253191795,2.727041565,5.801185993,0.052814457,0.204200156,10.21399748,0,11.77306288,1.36729035,0.554154202,0.088357563,1.757761352,0.51118137,1.316856741,1.853213665,0,2.163308398,9.597675448,2.682038595,0.137109905,0.148066298,1.073177618,0,7.060948081,0,5.777382465,5.995113187,1.145696108,0,0,3.532821208,0.10379925,1.201040012,7.928179959,37.08008725,0,0.100496884,0,0,9.472599532,0.11102,9.42140297,0,1.735828504,0.145760814,0.084392716,0.077525471,0.410487472,0.392721678,1.918270221,0.254154249,0.223327922,0.082457667,0,3.291958844,19.70297401,1.419827957,11.25477707,3.902159976,12.83037074,2.941941979,0.12181141,0.328793309,23.45828726,0.049822924,2.151946204,12.58992847,7.408086804,6.849310368,2.812186823,0.277838651,-28.43344924
SOUTH INTERIOR KARNATAKA,MAR,5.141160103,1.096947705,6.59501895,15.18082192,1.943514573,11.72498078,5.716504803,9.803986788,9.3681635,5.474181818,2.118906064,1.174253002,1.153191892,59.21774938,0.150253356,16.62722878,9.287676253,11.06608641,1.719494357,2.241277041,0.322457246,22.05915202,6.246066164,10.49312602,7.208541044,4.766006701,26.97663271,1.630265864,13.93205116,1.695854756,0.748016986,9.878674808,1.331927711,4.87725366,35.78131179,10.79772801,17.63487064,17.48170419,0.635521886,3.065519821,0.337553199,3.906259995,33.36861264,0.313297949,16.81675632,9.832518631,1.690062638,7.759605911,0.614375788,17.57163362,0.66017175,0.43504693,9.863944792,9.189186591,3.138859557,9.610209747,13.26986408,0.22238564,22.03210206,1.654294658,7.65032101,12.45232205,0.959769335,3.405524862,2.981048939,4.014146876,7.502257336,2.647082839,4.600508259,3.054114265,0.104154192,0.217656043,2.880844532,17.11210273,2.698780488,12.74950166,2.944752556,5.206450608,5.808631526,19.69738925,1.503894624,1.067600661,90.40936768,15.32076,3.993855607,5.126283248,7.12288248,18.22010178,4.219635801,2.01566225,0,4.869748801,3.117189109,4.447699353,1.674959416,21.60390871,4.788782051,1.07346484,0.381347884,2.19427957,2.270700637,18.67462274,16.43891251,2.413901111,43.1212391,0.986379928,123.4109895,13.60165833,7.088763965,12.58992847,10.91009148,7.934349634,20.73987782,33.89631539,-22.72438746
SOUTH INTERIOR KARNATAKA,APR,32.68857021,11.56781217,55.16987006,25.2300984,4.240395432,84.8808438,27.29170035,61.60415578,33.7253886,30.31854545,32.72532699,26.18584194,10.85357075,82.26769613,17.95527602,19.24157293,27.39530406,38.94687556,43.2907991,65.38346127,35.57778278,25.7897439,41.67633803,78.69844517,38.07328016,10.2652452,48.78274416,109.5710267,34.8301279,25.83352078,53.55801618,41.20818634,49.52349398,45.58356305,16.18923905,67.15299341,41.24938133,94.08092715,54.56409331,58.37816006,30.37978792,50.99252913,19.57024038,57.3335246,71.01670742,22.02484173,37.3398214,65.54824994,4.991803279,82.31634521,44.01145,44.12618858,42.66987354,43.03013337,86.00475185,19.01594695,61.38578347,18.68039375,61.05628283,39.7666985,113.0856542,49.42613982,32.35793758,18.2121547,29.45276352,21.94969675,41.92437923,43.504231,52.95933926,42.87071506,28.01747754,23.72450871,23.11375264,23.18413918,69.44169794,47.30249892,45.41714519,39.74680586,63.81427135,25.62670541,13.76063581,6.049737079,46.76346604,46.73942,26.83051715,10.48040131,42.73729488,34.98259542,12.82769284,49.77135247,39.13313895,17.98665283,43.64064752,40.79175692,55.6086526,21.43899337,43.23586081,30.20014418,58.8546901,116.9421935,20.33757962,33.81871979,62.3475828,57.33015139,30.08741824,43.61991239,28.21793975,12.65502277,90.00198534,81.42840835,133.3455625,23.46397413,54.72046861,111.8300569,4.304684302
